timestamp,epoch,step,mode,q,lr,bs,loss,grad_norm,acc
2025-10-29 18:38:31,1,1380,ZO,2,0.0005,16,0.584222,1318.250746,0.5745
2025-10-29 18:38:32,1,1400,ZO,2,0.0005,16,0.735466,319.479150,0.5436
2025-10-29 18:38:33,1,1420,ZO,2,0.0005,16,0.708311,940.531547,0.5344
2025-10-29 18:38:34,1,1440,ZO,2,0.0005,16,0.709056,468.941146,0.5183
2025-10-29 18:38:35,1,1460,ZO,2,0.0005,16,0.699064,1996.892038,0.5711
2025-10-29 18:38:36,1,1480,ZO,2,0.0005,16,0.565410,2132.179252,0.5677
2025-10-29 18:38:37,1,1500,ZO,2,0.0005,16,0.739976,286.464171,0.5631
2025-10-29 18:38:38,1,1520,ZO,2,0.0005,16,0.633237,467.927400,0.6330
2025-10-29 18:38:39,1,1540,ZO,2,0.0005,16,0.668303,895.552422,0.6239
2025-10-29 18:38:40,1,1560,ZO,2,0.0005,16,0.649330,57.660486,0.6399
2025-10-29 18:38:41,1,1580,ZO,2,0.0005,16,0.659886,227.844812,0.7053
2025-10-29 18:38:42,1,1600,ZO,2,0.0005,16,0.611732,195.094277,0.6915
2025-10-29 18:38:43,1,1620,ZO,2,0.0005,16,0.706004,597.767588,0.6915
2025-10-29 18:38:44,1,1640,ZO,2,0.0005,16,0.636927,558.562133,0.6766
2025-10-29 18:38:45,1,1660,ZO,2,0.0005,16,0.662887,293.779663,0.6548
2025-10-29 18:38:46,1,1680,ZO,2,0.0005,16,0.622785,590.541345,0.6961
2025-10-29 18:38:47,1,1700,ZO,2,0.0005,16,0.660906,352.526647,0.5940
2025-10-29 18:38:48,1,1720,ZO,2,0.0005,16,0.598121,207.956590,0.6307
2025-10-29 18:38:49,1,1740,ZO,2,0.0005,16,0.633166,140.148203,0.6032
2025-10-29 18:38:50,1,1760,ZO,2,0.0005,16,0.649751,490.611816,0.6651
2025-10-29 18:38:51,1,1780,ZO,2,0.0005,16,0.640898,262.484427,0.6651
2025-10-29 18:38:52,1,1800,ZO,2,0.0005,16,0.673492,337.816542,0.7351
2025-10-29 18:38:53,1,1820,ZO,2,0.0005,16,0.672552,172.115180,0.7110
2025-10-29 18:38:54,1,1840,ZO,2,0.0005,16,0.743532,1490.237976,0.7282
2025-10-29 18:38:55,1,1860,ZO,2,0.0005,16,0.606240,1136.082241,0.7328
2025-10-29 18:38:56,1,1880,ZO,2,0.0005,16,0.685759,176.739514,0.7305
2025-10-29 18:38:57,1,1900,ZO,2,0.0005,16,0.629881,105.843862,0.7489
2025-10-29 18:38:58,1,1920,ZO,2,0.0005,16,0.641479,370.141409,0.7466
2025-10-29 18:38:59,1,1940,ZO,2,0.0005,16,0.656063,294.073974,0.6445
2025-10-29 18:39:00,1,1960,ZO,2,0.0005,16,0.680530,252.883906,0.6938
2025-10-29 18:39:01,1,1980,ZO,2,0.0005,16,0.649966,1021.474724,0.7489
2025-10-29 18:39:02,1,2000,ZO,2,0.0005,16,0.664384,1521.316800,0.7385
2025-10-29 18:39:03,1,2020,ZO,2,0.0005,16,0.658550,471.219875,0.6709
2025-10-29 18:39:04,1,2040,ZO,2,0.0005,16,0.632353,268.023631,0.6961
2025-10-29 18:39:05,1,2060,ZO,2,0.0005,16,0.689191,272.902098,0.7362
2025-10-29 18:39:06,1,2080,ZO,2,0.0005,16,0.585554,829.271197,0.6800
2025-10-29 18:39:07,1,2100,ZO,2,0.0005,16,0.649440,218.480781,0.7351
2025-10-29 18:39:08,1,2120,ZO,2,0.0005,16,0.644569,382.701637,0.7443
2025-10-29 18:39:09,1,2140,ZO,2,0.0005,16,0.700347,965.580194,0.6433
2025-10-29 18:39:10,1,2160,ZO,2,0.0005,16,0.646625,533.207610,0.6388
2025-10-29 18:39:11,1,2180,ZO,2,0.0005,16,0.635639,321.997169,0.7156
2025-10-29 18:39:12,1,2200,ZO,2,0.0005,16,0.673311,1391.923574,0.6445
2025-10-29 18:39:13,1,2220,ZO,2,0.0005,16,0.763395,1238.979403,0.7007
2025-10-29 18:39:14,1,2240,ZO,2,0.0005,16,0.639814,554.666384,0.6617
2025-10-29 18:39:15,1,2260,ZO,2,0.0005,16,0.669775,311.192788,0.6594
2025-10-29 18:39:16,1,2280,ZO,2,0.0005,16,0.654044,939.557734,0.7408
2025-10-29 18:39:17,1,2300,ZO,2,0.0005,16,0.650474,179.127073,0.6927
2025-10-29 18:39:18,1,2320,ZO,2,0.0005,16,0.534960,1947.537624,0.6594
2025-10-29 18:39:19,1,2340,ZO,2,0.0005,16,0.639460,1501.100218,0.7489
2025-10-29 18:39:20,1,2360,ZO,2,0.0005,16,0.716508,430.574497,0.6892
2025-10-29 18:39:21,1,2380,ZO,2,0.0005,16,0.627452,662.581121,0.6915
2025-10-29 18:39:22,1,2400,ZO,2,0.0005,16,0.668122,653.450433,0.6021
2025-10-29 18:39:23,1,2420,ZO,2,0.0005,16,0.692030,315.063385,0.6606
2025-10-29 18:39:24,1,2440,ZO,2,0.0005,16,0.666845,865.381658,0.6537
2025-10-29 18:39:25,1,2460,ZO,2,0.0005,16,0.626863,140.113840,0.6720
2025-10-29 18:39:26,1,2480,ZO,2,0.0005,16,0.576755,864.057421,0.6835
2025-10-29 18:39:28,1,2500,ZO,2,0.0005,16,0.728239,523.109931,0.7122
2025-10-29 18:39:29,1,2520,ZO,2,0.0005,16,0.631608,719.896716,0.6846
2025-10-29 18:39:30,1,2540,ZO,2,0.0005,16,0.694463,23.555842,0.6778
2025-10-29 18:39:31,1,2560,ZO,2,0.0005,16,0.538017,239.873137,0.5975
2025-10-29 18:39:32,1,2580,ZO,2,0.0005,16,0.626121,306.991736,0.6055
2025-10-29 18:39:33,1,2600,ZO,2,0.0005,16,0.592576,764.054812,0.6640
2025-10-29 18:39:34,1,2620,ZO,2,0.0005,16,0.711885,2055.678819,0.7351
2025-10-29 18:39:35,1,2640,ZO,2,0.0005,16,0.681390,597.347469,0.7144
2025-10-29 18:39:36,1,2660,ZO,2,0.0005,16,0.684606,909.576437,0.6686
2025-10-29 18:39:37,1,2680,ZO,2,0.0005,16,0.591119,152.265869,0.6915
2025-10-29 18:39:38,1,2700,ZO,2,0.0005,16,0.667119,570.640801,0.7076
2025-10-29 18:39:39,1,2720,ZO,2,0.0005,16,0.650849,2092.847872,0.6525
2025-10-29 18:39:40,1,2740,ZO,2,0.0005,16,0.598660,768.359199,0.7007
2025-10-29 18:39:41,1,2760,ZO,2,0.0005,16,0.650986,172.049916,0.7408
2025-10-29 18:39:42,1,2780,ZO,2,0.0005,16,0.725770,1466.299396,0.7397
2025-10-29 18:39:43,1,2800,ZO,2,0.0005,16,0.576372,742.008851,0.6961
2025-10-29 18:39:44,1,2820,ZO,2,0.0005,16,0.670956,1145.450158,0.6938
2025-10-29 18:39:45,1,2840,ZO,2,0.0005,16,0.598473,238.240480,0.6904
2025-10-29 18:39:46,1,2860,ZO,2,0.0005,16,0.642506,361.638353,0.7546
2025-10-29 18:39:47,1,2880,ZO,2,0.0005,16,0.737869,2485.732944,0.7580
2025-10-29 18:39:49,1,2900,ZO,2,0.0005,16,0.681532,454.140648,0.7580
2025-10-29 18:39:50,1,2920,ZO,2,0.0005,16,0.588904,442.777889,0.7385
2025-10-29 18:39:51,1,2940,ZO,2,0.0005,16,0.665843,2796.713928,0.7122
2025-10-29 18:39:52,1,2960,ZO,2,0.0005,16,0.635714,178.180268,0.7248
2025-10-29 18:39:53,1,2980,ZO,2,0.0005,16,0.626818,118.405819,0.6984
2025-10-29 18:39:54,1,3000,ZO,2,0.0005,16,0.653855,1677.575955,0.7236
2025-10-29 18:39:55,1,3020,ZO,2,0.0005,16,0.638198,1019.873670,0.7305
2025-10-29 18:39:56,1,3040,ZO,2,0.0005,16,0.545278,396.668913,0.7672
2025-10-29 18:39:57,1,3060,ZO,2,0.0005,16,0.549968,1734.798152,0.7798
2025-10-29 18:39:58,1,3080,ZO,2,0.0005,16,0.680295,314.966950,0.7638
2025-10-29 18:39:59,1,3100,ZO,2,0.0005,16,0.592866,701.518404,0.7294
2025-10-29 18:40:00,1,3120,ZO,2,0.0005,16,0.599964,231.395661,0.7122
2025-10-29 18:40:01,1,3140,ZO,2,0.0005,16,0.649566,1558.572111,0.7672
2025-10-29 18:40:02,1,3160,ZO,2,0.0005,16,0.576366,235.289073,0.7374
2025-10-29 18:40:03,1,3180,ZO,2,0.0005,16,0.771521,1142.094263,0.7454
2025-10-29 18:40:04,1,3200,ZO,2,0.0005,16,0.604960,956.390241,0.7557
2025-10-29 18:40:05,1,3220,ZO,2,0.0005,16,0.622931,799.345777,0.7821
2025-10-29 18:40:06,1,3240,ZO,2,0.0005,16,0.646547,1317.206383,0.7317
2025-10-29 18:40:07,1,3260,ZO,2,0.0005,16,0.616526,1045.674604,0.7638
2025-10-29 18:40:09,1,3280,ZO,2,0.0005,16,0.753000,1050.578224,0.7603
2025-10-29 18:40:10,1,3300,ZO,2,0.0005,16,0.664565,370.958558,0.7626
2025-10-29 18:40:11,1,3320,ZO,2,0.0005,16,0.577787,2009.204769,0.7362
2025-10-29 18:40:12,1,3340,ZO,2,0.0005,16,0.556403,469.854850,0.7661
2025-10-29 18:40:13,1,3360,ZO,2,0.0005,16,0.702679,1204.270521,0.7511
2025-10-29 18:40:14,1,3380,ZO,2,0.0005,16,0.593370,273.591240,0.7328
2025-10-29 18:40:15,1,3400,ZO,2,0.0005,16,0.547867,1206.322324,0.7592
2025-10-29 18:40:16,1,3420,ZO,2,0.0005,16,0.548622,433.758043,0.7489
2025-10-29 18:40:17,1,3440,ZO,2,0.0005,16,0.745236,701.292927,0.7603
2025-10-29 18:40:18,1,3460,ZO,2,0.0005,16,0.670587,101.683257,0.7569
2025-10-29 18:40:19,1,3480,ZO,2,0.0005,16,0.623960,597.261960,0.7328
2025-10-29 18:40:20,1,3500,ZO,2,0.0005,16,0.604366,736.599668,0.7580
2025-10-29 18:40:21,1,3520,ZO,2,0.0005,16,0.566493,3799.851691,0.7649
2025-10-29 18:40:22,1,3540,ZO,2,0.0005,16,0.631407,750.054714,0.7397
2025-10-29 18:40:23,1,3560,ZO,2,0.0005,16,0.655833,222.080161,0.7466
2025-10-29 18:40:24,1,3580,ZO,2,0.0005,16,0.701342,297.337364,0.7523
2025-10-29 18:40:26,1,3600,ZO,2,0.0005,16,0.616043,1041.140902,0.7420
2025-10-29 18:40:27,1,3620,ZO,2,0.0005,16,0.564998,551.813450,0.7489
2025-10-29 18:40:28,1,3640,ZO,2,0.0005,16,0.646044,685.177674,0.7557
2025-10-29 18:40:29,1,3660,ZO,2,0.0005,16,0.638232,302.357429,0.7408
2025-10-29 18:40:30,1,3680,ZO,2,0.0005,16,0.630353,493.828913,0.7592
2025-10-29 18:40:31,1,3700,ZO,2,0.0005,16,0.583497,1382.380382,0.7592
2025-10-29 18:40:32,1,3720,ZO,2,0.0005,16,0.531812,253.679792,0.7362
2025-10-29 18:40:33,1,3740,ZO,2,0.0005,16,0.673358,230.720145,0.7603
2025-10-29 18:40:34,1,3760,ZO,2,0.0005,16,0.676645,917.555377,0.7592
2025-10-29 18:40:35,1,3780,ZO,2,0.0005,16,0.695172,554.867826,0.7443
2025-10-29 18:40:36,1,3800,ZO,2,0.0005,16,0.636990,1505.068119,0.7603
2025-10-29 18:40:37,1,3820,ZO,2,0.0005,16,0.690026,900.888285,0.7741
2025-10-29 18:40:38,1,3840,ZO,2,0.0005,16,0.668153,1529.112823,0.7546
2025-10-29 18:40:39,1,3860,ZO,2,0.0005,16,0.661685,3693.811116,0.7615
2025-10-29 18:40:40,1,3880,ZO,2,0.0005,16,0.533460,292.852487,0.7672
2025-10-29 18:40:41,1,3900,ZO,2,0.0005,16,0.641727,337.666853,0.6835
2025-10-29 18:40:42,1,3920,ZO,2,0.0005,16,0.733977,604.567213,0.7741
2025-10-29 18:40:43,1,3940,ZO,2,0.0005,16,0.630638,467.353827,0.7144
2025-10-29 18:40:44,1,3960,ZO,2,0.0005,16,0.628658,717.146601,0.7718
2025-10-29 18:40:45,1,3980,ZO,2,0.0005,16,0.646448,309.243302,0.7695
2025-10-29 18:40:46,1,4000,ZO,2,0.0005,16,0.605293,1255.389765,0.7672
2025-10-29 18:40:48,1,4020,ZO,2,0.0005,16,0.642153,1114.166635,0.7557
2025-10-29 18:40:49,1,4040,ZO,2,0.0005,16,0.655871,910.758087,0.7580
2025-10-29 18:40:50,1,4060,ZO,2,0.0005,16,0.649991,792.274987,0.7626
2025-10-29 18:40:51,1,4080,ZO,2,0.0005,16,0.757384,1105.023871,0.7615
2025-10-29 18:40:52,1,4100,ZO,2,0.0005,16,0.639461,855.888232,0.7706
2025-10-29 18:40:53,1,4120,ZO,2,0.0005,16,0.609962,1186.893149,0.7695
2025-10-29 18:40:54,1,4140,ZO,2,0.0005,16,0.723077,882.578907,0.7718
2025-10-29 18:40:55,1,4160,ZO,2,0.0005,16,0.566313,1684.963701,0.7271
2025-10-29 18:40:56,1,4180,ZO,2,0.0005,16,0.523356,1664.300796,0.7443
2025-10-29 18:40:57,1,4200,ZO,2,0.0005,16,0.705809,297.925861,0.7592
