timestamp,epoch,step,mode,scope,q,lr,batch_size,loss,grad_norm
2025-10-29 13:10:20,1,520,ZO,full,32,1e-06,2,9.817415237426758,361.6697692871094
2025-10-29 13:10:23,1,530,ZO,full,32,1e-06,2,9.768441200256348,397.9267883300781
2025-10-29 13:10:27,1,540,ZO,full,32,1e-06,2,9.789712905883789,429.3059387207031
2025-10-29 13:10:31,1,550,ZO,full,32,1e-06,2,9.811248779296875,423.5697021484375
2025-10-29 13:10:34,1,560,ZO,full,32,1e-06,2,9.774552345275879,307.03662109375
2025-10-29 13:10:38,1,570,ZO,full,32,1e-06,2,9.905158042907715,417.9562072753906
2025-10-29 13:10:42,1,580,ZO,full,32,1e-06,2,9.779645919799805,384.3322448730469
2025-10-29 13:10:46,1,590,ZO,full,32,1e-06,2,9.84472370147705,482.2132568359375
2025-10-29 13:10:49,1,600,ZO,full,32,1e-06,2,9.788482666015625,337.3988952636719
2025-10-29 13:10:53,1,610,ZO,full,32,1e-06,2,9.791036605834961,453.6238098144531
2025-10-29 13:10:57,1,620,ZO,full,32,1e-06,2,9.81424617767334,354.3056945800781
2025-10-29 13:11:00,1,630,ZO,full,32,1e-06,2,9.761977195739746,305.2520446777344
2025-10-29 13:11:04,1,640,ZO,full,32,1e-06,2,9.834344863891602,351.4255065917969
2025-10-29 13:11:08,1,650,ZO,full,32,1e-06,2,9.831121444702148,335.8939514160156
2025-10-29 13:11:11,1,660,ZO,full,32,1e-06,2,9.788801193237305,457.83367919921875
2025-10-29 13:11:15,1,670,ZO,full,32,1e-06,2,9.8154935836792,351.5379943847656
2025-10-29 13:11:19,1,680,ZO,full,32,1e-06,2,9.771261215209961,468.8936462402344
2025-10-29 13:11:23,1,690,ZO,full,32,1e-06,2,9.758443832397461,533.8701171875
2025-10-29 13:11:26,1,700,ZO,full,32,1e-06,2,9.804130554199219,350.5389404296875
2025-10-29 13:11:30,1,710,ZO,full,32,1e-06,2,9.800341606140137,431.7454528808594
2025-10-29 13:11:34,1,720,ZO,full,32,1e-06,2,9.840639114379883,404.3087463378906
2025-10-29 13:11:37,1,730,ZO,full,32,1e-06,2,9.76179027557373,513.6973876953125
2025-10-29 13:11:41,1,740,ZO,full,32,1e-06,2,9.77818775177002,443.3016052246094
2025-10-29 13:11:45,1,750,ZO,full,32,1e-06,2,9.796419143676758,388.562255859375
2025-10-29 13:11:49,1,760,ZO,full,32,1e-06,2,9.788432121276855,390.56243896484375
2025-10-29 13:11:52,1,770,ZO,full,32,1e-06,2,9.797955513000488,482.6078186035156
2025-10-29 13:11:56,1,780,ZO,full,32,1e-06,2,9.806713104248047,341.661865234375
2025-10-29 13:12:00,1,790,ZO,full,32,1e-06,2,9.793366432189941,451.5851745605469
2025-10-29 13:12:03,1,800,ZO,full,32,1e-06,2,9.8076171875,374.0318298339844
2025-10-29 13:12:07,1,810,ZO,full,32,1e-06,2,9.806543350219727,411.2847900390625
2025-10-29 13:12:11,1,820,ZO,full,32,1e-06,2,9.756768226623535,487.5761413574219
2025-10-29 13:12:15,1,830,ZO,full,32,1e-06,2,9.792556762695312,421.7796630859375
2025-10-29 13:12:18,1,840,ZO,full,32,1e-06,2,9.812712669372559,403.70587158203125
